globaleventid,sqldate,ingest_time,eventcode,eventbasecode,eventrootcode,quadclass,numentions,numsources,numarticles,avgtone,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_adm2code,actiongeo_lat,actiongeo_lon,actiongeo_featureid,dateadded,sourceurl,url_normalized,title,meta_description,http_status,fetch_error
1149259951,20240101,20240101231500,051,051,05,1,1,1,1,2.06611570247934,"Kherson, Khersons'ka Oblast', Ukraine",UP,UP08,28557,46.6558,32.6178,-1041356,20240101231500,https://www.ukrinform.net/rubric-polytics/3807769-zelensky-trudeau-discuss-security-issues.html,https://www.ukrinform.net/rubric-polytics/3807769-zelensky-trudeau-discuss-security-issues.html,"Zelensky, Trudeau discuss security issues",Ukrainian President Volodymyr Zelensky and Canadian Prime Minister Justin Trudeau have discussed security issues during a phone call. — Ukrinform.,200,
1149259958,20240101,20240101231500,061,061,06,2,10,1,10,2.84810126582278,United States,US,US,,39.828175,-98.5795,US,20240101231500,https://www.thenews.com.pk/print/1143875-tomcl-exports-heat-treated-beef-to-china,https://www.thenews.com.pk/print/1143875-tomcl-exports-heat-treated-beef-to-china,TOMCL exports heat-treated beef to China,"KARACHI: The Organic Meat Company Limited  said on Monday it had become the first company in South Asia toa export heat-treated frozen beef meat products to China, the world's largest meat...",200,
1149259962,20240101,20240101231500,010,010,01,1,10,1,10,2.70270270270271,China,CH,CH,,35,105,CH,20240101231500,https://www.coinworld.com/news/paper-money/commemorative-note-celebrates-year-of-the-dragon,https://www.coinworld.com/news/paper-money/commemorative-note-celebrates-year-of-the-dragon,Commemorative note celebrates Year of the Dragon,"With the Lunar Year of the Dragon arriving in February 2024, the People's Bank of China has begun production of a 20-yuan legal tender note to commemorate the occasion.",200,
1149259963,20240101,20240101231500,013,013,01,1,10,1,10,4.93827160493827,China,CH,CH,,35,105,CH,20240101231500,https://www.bloomberg.com/news/newsletters/2024-01-01/seeking-progress-the-bloomberg-open-asia-edition,https://www.bloomberg.com/news/newsletters/2024-01-01/seeking-progress-the-bloomberg-open-asia-edition,,,403,bad_status_or_empty:403
1149259972,20240101,20240101231500,084,084,08,2,10,1,10,-0.37593984962406,"Bar Harbor, Maine, United States",US,USME,,44.3876,-68.2039,561569,20240101231500,https://q1065.fm/bar-harbor-death-investigation/,https://q1065.fm/bar-harbor-death-investigation/,Police Say Death in a Bar Harbor Apartment House Not Suspicious,Bar Harbor Police say a death in the downtown area on Sunday does not appear to be suspicious.,200,
1149259980,20240101,20240101231500,084,084,08,2,2,1,2,0.91463414634147,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20240101231500,https://www.live5news.com/2024/01/01/charleston-police-release-new-years-eve-arrest-counts-king-street/,https://www.live5news.com/2024/01/01/charleston-police-release-new-years-eve-arrest-counts-king-street/,Charleston Police release New Year’s Eve arrest counts from King Street,Charleston Police say the number of people arrested this New Year’s Eve for being drunk on King Street equaled the total of the last three years combined.,200,
1149259983,20240101,20240101231500,190,190,19,4,10,1,10,-5.93220338983051,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,20240101231500,https://www.1011now.com/2024/01/01/nebraska-parkway-reopened-following-bad-crash-southeast-lincoln-intersection/,https://www.1011now.com/2024/01/01/nebraska-parkway-reopened-following-bad-crash-southeast-lincoln-intersection/,Nebraska Parkway reopened following bad crash at southeast Lincoln intersection,Several Lincoln Fire and Rescue crews responded to a southeast Lincoln intersection Monday afternoon after a bad crash.,200,
1149259984,20240101,20240101231500,193,193,19,4,5,1,5,-8.53333333333333,"Chicago, Illinois, United States",US,USIL,IL031,41.85,-87.6501,423587,20240101231500,https://abc7chicago.com/chicago-shootings-weekend-gun-violence-police/14255777/,https://abc7chicago.com/chicago-shootings-weekend-gun-violence-police/14255777/,"Chicago shootings: At least 13 shot, 2 killed in weekend gun violence across city, police department says - ABC7 Chicago","Chicago weekend shootings have left at least 13 people shot, two fatally, the police department said.",200,
1149260002,20240101,20240101231500,193,193,19,4,8,1,8,1.25014627296485,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,20240101231500,https://torontosun.com/opinion/editorials/editorial-carbon-taxes-going-up-and-so-are-emissions,https://torontosun.com/opinion/editorials/editorial-carbon-taxes-going-up-and-so-are-emissions,EDITORIAL: Carbon taxes going up and so are emissions | Toronto Sun,Canadians can rely are that the Trudeau government’s carbon tax will keep going up while greenhouse gas emissions will keep rising.,200,
1149260003,20240101,20240101231500,193,193,19,4,4,1,4,-5.21739130434783,"Park Manor, Illinois, United States",US,USIL,,41.7698,-87.6181,1764298,20240101231500,https://abc7chicago.com/chicago-shooting-wabash-avenue-crime-crimes/14253954/,https://abc7chicago.com/chicago-shooting-wabash-avenue-crime-crimes/14253954/,"Chicago shooting today: Man dead, 2 women wounded after shots fired into Park Manor home in 7000 block of South Wabash Avenue - ABC7 Chicago","A Park Manor shooting in Chicago left a man dead and two women injured in the 7000 block of South Wabash Avenue, the police department said.",200,
1149260005,20240101,20240101231500,036,036,03,1,10,1,10,-4.09836065573771,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20240101231500,https://www.kmaj1440.com/news/st-philips-college-professor-reaches-settlement-after-dismissal/,https://www.kmaj1440.com/news/st-philips-college-professor-reaches-settlement-after-dismissal/,,,404,bad_status_or_empty:404
1149260007,20240101,20240101231500,080,080,08,2,1,1,1,-5.41176470588235,Kenya,KE,KE,,1,38,KE,20240101231500,https://naija247news.com/2024/01/01/nnamdi-kanu-battling-internal-bleeding-caused-by-dss-torture-needs-urgent-medical-attention-ipob-raises-alarm/,https://naija247news.com/2024/01/01/nnamdi-kanu-battling-internal-bleeding-caused-by-dss-torture-needs-urgent-medical-attention-ipob-raises-alarm/,"Nnamdi Kanu Battling Internal Bleeding Caused By DSS Torture, Needs Urgent Medical Attention, IPOB Raises Alarm - State Politics (Lagos, Kano, Rivers, Oyo, etc.) | Naija247news","The Indigenous People of Biafra (IPOB) has raised an alarm over the health situation of its leader, Nnamdi Kanu. IPOB in a statement issued by its Media and Publicity Secretary, Emma Powerful, said Kanu is...",200,
1149260009,20240101,20240101231500,020,020,02,1,10,1,10,-1.19402985074627,India,IN,IN,,20,77,IN,20240101231500,https://www.drive.com.au/news/plan-for-toyota-badged-suzuki-jimny-blocked-report/,https://www.drive.com.au/news/plan-for-toyota-badged-suzuki-jimny-blocked-report/,Plans for Toyota-badged Suzuki Jimny blocked – report,"A new report claims Suzuki ""politely declined"" a request by Toyota to sell rebranded Suzuki Jimny 4WDs and Swift city cars in its showrooms.",200,
1149260011,20240101,20240101231500,190,190,19,4,2,1,2,-4.19847328244275,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,20240101231500,https://www.bignewsnetwork.com/news/274082281/issue-of-baloch-families-from-balochistan-projected-in-sharp-contrast-to-realities-pak-caretaker-pm-kakar,https://www.bignewsnetwork.com/news/274082281/issue-of-baloch-families-from-balochistan-projected-in-sharp-contrast-to-realities-pak-caretaker-pm-kakar,,,403,bad_status_or_empty:403
1149260018,20240101,20240101231500,040,040,04,1,3,1,3,-3.09859154929578,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,20240101231500,https://gmenhq.com/posts/unlikely-ny-giants-players-proved-their-worth-in-near-upset-vs-rams-01hk38ceg25n,https://gmenhq.com/posts/unlikely-ny-giants-players-proved-their-worth-in-near-upset-vs-rams-01hk38ceg25n,2 unlikely NY Giants players proved their worth in near upset vs. the Rams,"NY Giants safety Dane Belton had his best game of his career on Sunday, posting two interceptions and a fumble recovery vs. the Rams.",200,
1149260023,20240101,20240101231500,050,050,05,1,10,1,10,3.50877192982456,"Rhode Island, United States",US,USRI,,41.6772,-71.5101,RI,20240101231500,https://www.pr.com/press-release/903303,https://www.pr.com/press-release/903303,Rhode Island's Largest Family Law Firm Announces Name Change - PR.com,"Veronica Assalone, Founding Partner of Assalone &amp;amp; Associates, announced today that the firm has changed its name effective immediately to Assalone...",200,
1149260038,20240101,20240101231500,040,040,04,1,2,1,2,5.73770491803279,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20240101231500,https://radio.foxnews.com/2024/01/01/the-very-best-of-2023/,https://radio.foxnews.com/2024/01/01/the-very-best-of-2023/,The Very Best Of 2023 | Janice Dean,"On this very special edition of the Janice Dean Podcast, Janice reminisces on some of her favorite episodes from 2023 before ringing in the new year.",200,
1149260039,20240101,20240101231500,043,043,04,1,2,1,2,-6.86600221483943,Ireland,EI,EI,,53,-8,EI,20240101231500,https://reason.com/volokh/2024/01/01/are-hispanics-following-the-path-of-the-irish/,https://reason.com/volokh/2024/01/01/are-hispanics-following-the-path-of-the-irish/,Are Hispanics Following the Path of the Irish?,Economic policy commentator Noah Smith compiles evidence that the today's Hispanics are following a similar path to that of Irish-Americans in earlier eras of American history.,200,
1149260043,20240101,20240101231500,090,090,09,2,6,1,6,-6.60247592847317,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20240101231500,https://www.csmonitor.com/World/Europe/2022/0801/How-a-computer-glitch-sent-hundreds-of-British-postmasters-to-jail,https://www.csmonitor.com/World/Europe/2022/0801/How-a-computer-glitch-sent-hundreds-of-British-postmasters-to-jail,How a computer glitch sent hundreds of British postmasters to jail - CSMonitor.com,"When the British Post Office trusted computer accounting over the word of its employees, it ended up ruining hundreds of lives on faulty data. Now those harmed are seeking justice.",200,
1149260045,20240101,20240101231500,010,010,01,1,10,1,10,-4.25531914893617,,,,,,,,20240101231500,https://www.thegamenashville.com/2024/01/01/liverpool-beat-newcastle-to-pull-clear-atop-table/,https://www.thegamenashville.com/2024/01/01/liverpool-beat-newcastle-to-pull-clear-atop-table/,Liverpool beat Newcastle to pull clear atop table | The Game Nashville,Mohamed Salah's second-half brace made up for a missed penalty as Liverpool kicked off the new year three points clear atop the Premier League standings with a 4-2 victory over Newcastle United at a rain-drenched Anfield on Monday.,200,
1149260047,20240101,20240101231500,111,111,11,3,2,1,2,-0.51948051948052,"Sussex, East Sussex, United Kingdom",UK,UKE2,40137,50.9167,-0.083333,-2609142,20240101231500,https://www.express.co.uk/news/royal/1850859/meghan-markle-prince-harry-2024-high-risk-plan,https://www.express.co.uk/news/royal/1850859/meghan-markle-prince-harry-2024-high-risk-plan,Meghan Markle and Prince Harry have 'high risk' 2024 plan - but warned 'world is watching' | Royal | News | Express.co.uk,"It has been almost four years since Prince Harry and Meghan Markle quit as working royals - now, an expert claims, the Sussexes have a 'high risk' plan for 2024.",200,
1149260054,20240101,20240101231500,010,010,01,1,2,1,2,-7.31707317073171,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20240101231500,https://www.dw.com/en/iranian-warship-enters-red-sea-as-tensions-soar/a-67870832,https://www.dw.com/en/iranian-warship-enters-red-sea-as-tensions-soar/a-67870832,Iranian warship enters Red Sea as tensions soar,"The Alborz warship has entered the Red Sea, where a US-led maritime coalition has been deployed to stop attacks from Yemen's Iran-backed Houthi rebels.",200,
1149260063,20240101,20240101231500,051,051,05,1,4,1,4,6.52173913043478,Guinea,GV,GV,,11,-10,GV,20240101231500,https://www.postcourier.com.pg/fifth-container-kiosk-opens-in-east-new-britain0/,https://www.postcourier.com.pg/fifth-container-kiosk-opens-in-east-new-britain0/,Fifth container kiosk opens in East New Britain - Post Courier,"TOLEAP Trading in Rabaul, East New Britain is the new operator and lucky recipient of a Digicel container kiosk deployed by Digicel Kokopo branch on Friday, December 22.",200,
1149260064,20240101,20240101231500,018,018,01,1,2,1,2,-3.8265306122449,"Bong County, Bong, Liberia",LI,LI01,147278,7,-9.66667,-2130603,20240101231500,https://frontpageafricaonline.com/news/liberia-president-elect-boakai-urges-investigation-into-totota-tanker-explosion-calls-for-preventive-measures/,https://frontpageafricaonline.com/news/liberia-president-elect-boakai-urges-investigation-into-totota-tanker-explosion-calls-for-preventive-measures/,"Liberia: President-elect Boakai Urges Investigation into Totota Tanker Explosion, Calls for Preventive Measures - FrontPageAfrica","MONROVIA – Liberia’s President-elect, Joseph N. Boakai, Sr., has called for an investigation into the explosion of a fuel tanker in Totota, Bong County, which resulted in the deaths of over 40 individuals, with more than 60 others hospitalized, some in critical condition. President-elect Joseph Nyuma Boakai visited Bong County to express his condolences to",200,
1149260065,20240101,20240101231500,020,020,02,1,6,1,6,-8.11078140454995,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,20240101231500,https://twitchy.com/amy-curtis/2024/01/01/chicago-reparations-crime-n2391246,https://twitchy.com/amy-curtis/2024/01/01/chicago-reparations-crime-n2391246,Sounds Extortion-y: Chicago's Socialist Mayor Demands Reparations to 'Reduce Violent Crime' – Twitchy,"When Chicago ousted Lori Lightfoot, we all thought perhaps things would get a little better in the W",200,
1149260078,20240101,20240101231500,183,183,18,4,10,1,10,-7.3170731707317,"Aracaju, Sergipe, Brazil",BR,BR28,11671,-10.9167,-37.0667,-625529,20240101231500,https://www.bignewsnetwork.com/news/274082290/at-least-3-killed-14-injured-in-building-explosion-in-northeast-brazil,https://www.bignewsnetwork.com/news/274082290/at-least-3-killed-14-injured-in-building-explosion-in-northeast-brazil,,,403,bad_status_or_empty:403
1149260125,20240101,20240101231500,084,084,08,2,2,1,2,1.20481927710843,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,20240101231500,https://www.dailyexcelsior.com/dgca-issues-1622-commercial-pilot-licences-in-2023-highest-in-a-decade/,https://www.dailyexcelsior.com/dgca-issues-1622-commercial-pilot-licences-in-2023-highest-in-a-decade/,"DGCA issues 1,622 commercial pilot licences in 2023, highest in a decade - Daily Excelsior","MUMBAI, Jan 1 : The number of Commercial Pilot Licences (CPLs) issued by the Directorate General of Civil Aviation (DGCA) jumped 39 per cent year-on-year to 1,622 in 2023, with women’s share going up 22.5 per cent, an official release said on Monday.   The DGCA had issued 1,165 CPLs during the year ended December 31, 2022, as per the release. It also said the number of CPLs issued in 2023 was the highest in a decade. “The record issue […]",200,
